2025-11-10 15:02:14 [info]: MongoDB Connected: localhost 
2025-11-10 15:02:34 [info]: c576a4a4-be15-4ece-8fdc-867f5c237bca ::1 - - [10/Nov/2025:14:02:34 +0000] "GET / HTTP/1.1" 302 35 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36" 
2025-11-10 15:02:34 [info]: 5be48a32-84ba-4384-849c-881e9d8e316d ::1 - - [10/Nov/2025:14:02:34 +0000] "GET /login HTTP/1.1" 304 - "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36" 
2025-11-10 15:02:45 [info]: 889f48fd-5820-47e4-b720-f5bc4369d30f ::1 - - [10/Nov/2025:14:02:45 +0000] "GET /register HTTP/1.1" 304 - "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36" 
2025-11-10 15:02:50 [info]: df07a6af-e55a-4e24-8c70-f46a877f550e ::1 - - [10/Nov/2025:14:02:50 +0000] "GET /login HTTP/1.1" 304 - "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36" 
2025-11-10 15:02:53 [info]: 4480cc1d-1d6c-4b73-9cd2-7fa135e5ac45 ::1 - - [10/Nov/2025:14:02:53 +0000] "GET /register HTTP/1.1" 304 - "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36" 
2025-11-10 15:03:02 [info]: eb2eeef4-9e0f-483d-86bf-6904e3a4ec4e ::1 - - [10/Nov/2025:14:03:02 +0000] "GET /login HTTP/1.1" 304 - "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36" 
2025-11-10 15:03:05 [info]: 8d38562d-8d82-4d91-8cb3-9ff6281f12bd ::1 - - [10/Nov/2025:14:03:05 +0000] "POST /api/auth/login HTTP/1.1" 200 464 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36" 
2025-11-10 15:03:06 [info]: 00d87051-fec7-4c1f-b1ba-7580b26114e6 ::1 - - [10/Nov/2025:14:03:06 +0000] "GET /dashboard HTTP/1.1" 304 - "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36" 
2025-11-10 15:03:06 [info]: Accès autorisé - ID: 68ebd8e857d970aeaa6b5cd6, Email: oumarbenchabaka@gmail.com 
2025-11-10 15:03:06 [info]: 7c8a3602-7891-49eb-a3a7-3766d0d71cff ::1 - - [10/Nov/2025:14:03:06 +0000] "GET /api/dashboard/stats HTTP/1.1" 200 129 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36" 
2025-11-10 15:03:06 [info]: Accès autorisé - ID: 68ebd8e857d970aeaa6b5cd6, Email: oumarbenchabaka@gmail.com 
2025-11-10 15:03:06 [info]: 2245081d-cc24-45a1-88af-1a63660db9a6 ::1 - - [10/Nov/2025:14:03:06 +0000] "GET /api/dashboard/recent-actes?limit=5 HTTP/1.1" 304 - "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36" 
2025-11-10 15:03:07 [info]: 01d92108-4492-4a4f-ad6f-a3715564b20a ::1 - - [10/Nov/2025:14:03:07 +0000] "GET /api/actes?limit=10&sort=-dateEnregistrement HTTP/1.1" 304 - "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36" 
2025-11-10 15:03:13 [info]: eba74009-410f-4d37-ad1f-5e3739ba0278 ::1 - - [10/Nov/2025:14:03:13 +0000] "GET /naissance HTTP/1.1" 304 - "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36" 
2025-11-10 15:03:17 [info]: 6057cafe-1749-4f76-9775-78fd2bfee204 ::1 - - [10/Nov/2025:14:03:17 +0000] "GET /divorce HTTP/1.1" 500 25 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36" 
2025-11-10 15:03:19 [info]: febe4da1-4163-4284-8c10-2d1227f79ab5 ::1 - - [10/Nov/2025:14:03:19 +0000] "GET /divorce HTTP/1.1" 500 25 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36" 
2025-11-10 15:03:26 [info]: b0fc993e-fbf9-41cc-a7f9-a2888c735ff4 ::1 - - [10/Nov/2025:14:03:26 +0000] "GET /mariage HTTP/1.1" 304 - "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36" 
2025-11-10 15:03:28 [info]: fd8d8a6e-a249-4d6e-8564-f174f7af5133 ::1 - - [10/Nov/2025:14:03:28 +0000] "GET /deces HTTP/1.1" 304 - "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36" 
2025-11-10 15:03:42 [info]: 6b3b9d5e-c1d6-4394-8295-10b45bf017b4 ::1 - - [10/Nov/2025:14:03:42 +0000] "GET /calendrier HTTP/1.1" 304 - "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36" 
2025-11-10 15:03:42 [info]: ec72a3a4-53ac-4db0-ab56-44e443b1e95a ::1 - - [10/Nov/2025:14:03:42 +0000] "GET /api/calendrier HTTP/1.1" 400 85 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36" 
2025-11-10 15:03:50 [info]: 1227037d-3e8c-43a8-9d47-886883b8c85f ::1 - - [10/Nov/2025:14:03:50 +0000] "GET /documents HTTP/1.1" 304 - "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36" 
2025-11-10 15:03:50 [info]: Accès autorisé - ID: 68ebd8e857d970aeaa6b5cd6, Email: oumarbenchabaka@gmail.com 
2025-11-10 15:03:50 [info]: b37b40e7-e21e-45e5-82e9-e13edaea09ba ::1 - - [10/Nov/2025:14:03:50 +0000] "GET /api/documents HTTP/1.1" 304 - "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36" 
2025-11-10 15:03:52 [info]: 00e227de-cdff-4c85-8709-ab2cb2ecfcc4 ::1 - - [10/Nov/2025:14:03:52 +0000] "GET /calendrier HTTP/1.1" 304 - "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36" 
2025-11-10 15:03:52 [info]: 8580d9d2-e5c6-44a9-b7f9-637a1f62aaf6 ::1 - - [10/Nov/2025:14:03:52 +0000] "GET /api/calendrier HTTP/1.1" 400 85 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36" 
2025-11-10 15:04:00 [info]: e0941444-6f26-45a0-a9b2-bbac9aed3b93 ::1 - - [10/Nov/2025:14:04:00 +0000] "GET /rapports HTTP/1.1" 304 - "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36" 
2025-11-10 15:04:02 [info]: 73e93e85-47a6-4edf-b3fc-c8f79200ba91 ::1 - - [10/Nov/2025:14:04:02 +0000] "GET /messagerie HTTP/1.1" 304 - "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36" 
2025-11-10 15:04:02 [info]: Accès autorisé - ID: 68ebd8e857d970aeaa6b5cd6, Email: oumarbenchabaka@gmail.com 
2025-11-10 15:04:02 [info]: da897e85-f852-46d2-b7a4-11c0354bea90 ::1 - - [10/Nov/2025:14:04:02 +0000] "GET /api/users HTTP/1.1" 200 - "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36" 
2025-11-10 15:04:02 [info]: 992a679d-be97-4417-b90a-4d6ecb8bb64d ::1 - - [10/Nov/2025:14:04:02 +0000] "GET /api/conversations HTTP/1.1" 304 - "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36" 
2025-11-10 15:04:03 [info]: 8c77a905-2933-47c4-8b7a-d277ea12854b ::1 - - [10/Nov/2025:14:04:03 +0000] "GET /utilisateurs HTTP/1.1" 304 - "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36" 
